# 1 DN, 2 rho 1545nm, 3 rho 1064nm
# a 1.458080 2.515120
0 0.000002 0.000001
1 0.000006 0.000003
2 0.000010 0.000005
3 0.000015 0.000007
4 0.000019 0.000008
5 0.000023 0.000010
6 0.000027 0.000012
7 0.000032 0.000014
8 0.000036 0.000016
9 0.000040 0.000018
10 0.000044 0.000020
11 0.000049 0.000022
12 0.000053 0.000024
13 0.000057 0.000026
14 0.000061 0.000028
15 0.000066 0.000030
16 0.000070 0.000032
17 0.000074 0.000034
18 0.000079 0.000036
19 0.000083 0.000037
20 0.000087 0.000039
21 0.000092 0.000041
22 0.000096 0.000043
23 0.000101 0.000045
24 0.000105 0.000047
25 0.000109 0.000049
26 0.000114 0.000051
27 0.000118 0.000053
28 0.000123 0.000056
29 0.000127 0.000058
30 0.000132 0.000060
31 0.000136 0.000062
32 0.000141 0.000064
33 0.000145 0.000066
34 0.000150 0.000068
35 0.000154 0.000070
36 0.000159 0.000072
37 0.000163 0.000074
38 0.000168 0.000076
39 0.000172 0.000078
40 0.000177 0.000080
41 0.000182 0.000082
42 0.000186 0.000085
43 0.000191 0.000087
44 0.000195 0.000089
45 0.000200 0.000091
46 0.000205 0.000093
47 0.000209 0.000095
48 0.000214 0.000097
49 0.000219 0.000100
50 0.000223 0.000102
51 0.000228 0.000104
52 0.000233 0.000106
53 0.000238 0.000108
54 0.000242 0.000110
55 0.000247 0.000113
56 0.000252 0.000115
57 0.000257 0.000117
58 0.000261 0.000119
59 0.000266 0.000122
60 0.000271 0.000124
61 0.000276 0.000126
62 0.000281 0.000128
63 0.000286 0.000131
64 0.000290 0.000133
65 0.000295 0.000135
66 0.000300 0.000138
67 0.000305 0.000140
68 0.000310 0.000142
69 0.000315 0.000144
70 0.000320 0.000147
71 0.000325 0.000149
72 0.000330 0.000151
73 0.000335 0.000154
74 0.000340 0.000156
75 0.000345 0.000158
76 0.000350 0.000161
77 0.000355 0.000163
78 0.000360 0.000166
79 0.000365 0.000168
80 0.000370 0.000170
81 0.000375 0.000173
82 0.000380 0.000175
83 0.000385 0.000178
84 0.000391 0.000180
85 0.000396 0.000183
86 0.000401 0.000185
87 0.000406 0.000188
88 0.000411 0.000190
89 0.000416 0.000193
90 0.000422 0.000195
91 0.000427 0.000198
92 0.000432 0.000200
93 0.000437 0.000203
94 0.000443 0.000205
95 0.000448 0.000208
96 0.000453 0.000210
97 0.000459 0.000213
98 0.000464 0.000215
99 0.000469 0.000218
100 0.000475 0.000221
101 0.000480 0.000223
102 0.000486 0.000226
103 0.000491 0.000228
104 0.000496 0.000231
105 0.000502 0.000234
106 0.000507 0.000236
107 0.000513 0.000239
108 0.000518 0.000242
109 0.000524 0.000244
110 0.000529 0.000247
111 0.000535 0.000250
112 0.000541 0.000253
113 0.000546 0.000255
114 0.000552 0.000258
115 0.000557 0.000261
116 0.000563 0.000263
117 0.000569 0.000266
118 0.000574 0.000269
119 0.000580 0.000272
120 0.000586 0.000275
121 0.000591 0.000278
122 0.000597 0.000280
123 0.000603 0.000283
124 0.000609 0.000286
125 0.000614 0.000289
126 0.000620 0.000292
127 0.000626 0.000295
128 0.000632 0.000298
129 0.000638 0.000301
130 0.000644 0.000304
131 0.000650 0.000306
132 0.000656 0.000309
133 0.000662 0.000312
134 0.000668 0.000315
135 0.000673 0.000318
136 0.000679 0.000321
137 0.000686 0.000324
138 0.000692 0.000327
139 0.000698 0.000331
140 0.000704 0.000334
141 0.000710 0.000337
142 0.000716 0.000340
143 0.000722 0.000343
144 0.000728 0.000346
145 0.000734 0.000349
146 0.000741 0.000352
147 0.000747 0.000356
148 0.000753 0.000359
149 0.000759 0.000362
150 0.000766 0.000365
151 0.000772 0.000368
152 0.000778 0.000372
153 0.000785 0.000375
154 0.000791 0.000378
155 0.000797 0.000381
156 0.000804 0.000385
157 0.000810 0.000388
158 0.000817 0.000391
159 0.000823 0.000395
160 0.000830 0.000398
161 0.000836 0.000402
162 0.000843 0.000405
163 0.000849 0.000408
164 0.000856 0.000412
165 0.000863 0.000415
166 0.000869 0.000419
167 0.000876 0.000422
168 0.000883 0.000426
169 0.000889 0.000429
170 0.000896 0.000433
171 0.000903 0.000437
172 0.000910 0.000440
173 0.000916 0.000444
174 0.000923 0.000447
175 0.000930 0.000451
176 0.000937 0.000455
177 0.000944 0.000458
178 0.000951 0.000462
179 0.000958 0.000466
180 0.000965 0.000470
181 0.000972 0.000473
182 0.000979 0.000477
183 0.000986 0.000481
184 0.000993 0.000485
185 0.001000 0.000489
186 0.001007 0.000493
187 0.001015 0.000497
188 0.001022 0.000501
189 0.001029 0.000505
190 0.001036 0.000508
191 0.001044 0.000512
192 0.001051 0.000517
193 0.001058 0.000521
194 0.001066 0.000525
195 0.001073 0.000529
196 0.001080 0.000533
197 0.001088 0.000537
198 0.001095 0.000541
199 0.001103 0.000545
200 0.001111 0.000550
201 0.001118 0.000554
202 0.001126 0.000558
203 0.001133 0.000563
204 0.001141 0.000567
205 0.001149 0.000571
206 0.001157 0.000576
207 0.001164 0.000580
208 0.001172 0.000585
209 0.001180 0.000589
210 0.001188 0.000594
211 0.001196 0.000598
212 0.001204 0.000603
213 0.001212 0.000607
214 0.001220 0.000612
215 0.001228 0.000617
216 0.001236 0.000621
217 0.001244 0.000626
218 0.001252 0.000631
219 0.001260 0.000636
220 0.001269 0.000640
221 0.001277 0.000645
222 0.001285 0.000650
223 0.001294 0.000655
224 0.001302 0.000660
225 0.001310 0.000665
226 0.001319 0.000670
227 0.001327 0.000675
228 0.001336 0.000680
229 0.001344 0.000686
230 0.001353 0.000691
231 0.001362 0.000696
232 0.001370 0.000701
233 0.001379 0.000707
234 0.001388 0.000712
235 0.001397 0.000717
236 0.001405 0.000723
237 0.001414 0.000728
238 0.001423 0.000734
239 0.001432 0.000740
240 0.001441 0.000745
241 0.001450 0.000751
242 0.001459 0.000757
243 0.001469 0.000762
244 0.001478 0.000768
245 0.001487 0.000774
246 0.001496 0.000780
247 0.001506 0.000786
248 0.001515 0.000792
249 0.001525 0.000798
250 0.001534 0.000804
251 0.001544 0.000811
252 0.001553 0.000817
253 0.001563 0.000823
254 0.001572 0.000830
255 0.001582 0.000836
256 0.001592 0.000843
257 0.001602 0.000849
258 0.001612 0.000856
259 0.001622 0.000862
260 0.001631 0.000869
261 0.001642 0.000876
262 0.001652 0.000883
263 0.001662 0.000890
264 0.001672 0.000897
265 0.001682 0.000904
266 0.001693 0.000911
267 0.001703 0.000918
268 0.001713 0.000926
269 0.001724 0.000933
270 0.001734 0.000941
271 0.001745 0.000948
272 0.001756 0.000956
273 0.001766 0.000964
274 0.001777 0.000971
275 0.001788 0.000979
276 0.001799 0.000987
277 0.001810 0.000996
278 0.001821 0.001004
279 0.001832 0.001012
280 0.001843 0.001020
281 0.001854 0.001029
282 0.001866 0.001038
283 0.001877 0.001046
284 0.001889 0.001055
285 0.001900 0.001064
286 0.001912 0.001073
287 0.001923 0.001082
288 0.001935 0.001092
289 0.001947 0.001101
290 0.001959 0.001111
291 0.001971 0.001120
292 0.001983 0.001130
293 0.001995 0.001140
294 0.002007 0.001150
295 0.002019 0.001161
296 0.002031 0.001171
297 0.002044 0.001181
298 0.002056 0.001192
299 0.002069 0.001203
300 0.002082 0.001214
301 0.002094 0.001225
302 0.002107 0.001237
303 0.002120 0.001249
304 0.002133 0.001260
305 0.002146 0.001272
306 0.002159 0.001285
307 0.002173 0.001297
308 0.002186 0.001310
309 0.002200 0.001322
310 0.002213 0.001336
311 0.002227 0.001349
312 0.002241 0.001363
313 0.002254 0.001376
314 0.002268 0.001391
315 0.002282 0.001405
316 0.002297 0.001420
317 0.002311 0.001435
318 0.002325 0.001450
319 0.002340 0.001466
320 0.002354 0.001482
321 0.002369 0.001498
322 0.002384 0.001515
323 0.002399 0.001532
324 0.002414 0.001550
325 0.002429 0.001568
326 0.002445 0.001586
327 0.002460 0.001605
328 0.002476 0.001624
329 0.002491 0.001644
330 0.002507 0.001665
331 0.002523 0.001686
332 0.002539 0.001707
333 0.002555 0.001730
334 0.002572 0.001753
335 0.002588 0.001776
336 0.002605 0.001801
337 0.002622 0.001826
338 0.002639 0.001852
339 0.002656 0.001879
340 0.002673 0.001907
341 0.002690 0.001935
342 0.002708 0.001965
343 0.002726 0.001996
344 0.002744 0.002029
345 0.002762 0.002062
346 0.002780 0.002097
347 0.002798 0.002134
348 0.002817 0.002172
349 0.002836 0.002212
350 0.002855 0.002254
351 0.002874 0.002298
352 0.002893 0.002344
353 0.002913 0.002392
354 0.002932 0.002443
355 0.002952 0.002497
356 0.002972 0.002554
357 0.002993 0.002615
358 0.003013 0.002678
359 0.003034 0.002746
360 0.003055 0.002818
361 0.003076 0.002895
362 0.003098 0.002976
363 0.003120 0.003063
364 0.003141 0.003155
365 0.003164 0.003252
366 0.003186 0.003356
367 0.003209 0.003465
368 0.003232 0.003580
369 0.003255 0.003700
370 0.003279 0.003826
371 0.003303 0.003957
372 0.003327 0.004093
373 0.003351 0.004233
374 0.003376 0.004377
375 0.003401 0.004523
376 0.003426 0.004673
377 0.003452 0.004824
378 0.003478 0.004978
379 0.003504 0.005133
380 0.003531 0.005289
381 0.003558 0.005447
382 0.003586 0.005605
383 0.003614 0.005763
384 0.003642 0.005923
385 0.003671 0.006082
386 0.003700 0.006242
387 0.003729 0.006403
388 0.003759 0.006563
389 0.003790 0.006724
390 0.003821 0.006884
391 0.003852 0.007045
392 0.003884 0.007206
393 0.003917 0.007367
394 0.003950 0.007528
395 0.003983 0.007689
396 0.004017 0.007850
397 0.004052 0.008011
398 0.004087 0.008172
399 0.004123 0.008333
400 0.004159 0.008494
401 0.004197 0.008655
402 0.004235 0.008816
403 0.004273 0.008977
404 0.004313 0.009139
405 0.004353 0.009300
406 0.004394 0.009461
407 0.004435 0.009622
408 0.004478 0.009783
409 0.004521 0.009944
410 0.004566 0.010105
411 0.004611 0.010266
412 0.004658 0.010428
413 0.004705 0.010589
414 0.004754 0.010750
415 0.004803 0.010911
416 0.004854 0.011072
417 0.004906 0.011233
418 0.004960 0.011394
419 0.005015 0.011556
420 0.005071 0.011717
421 0.005129 0.011878
422 0.005188 0.012039
423 0.005249 0.012200
424 0.005311 0.012361
425 0.005376 0.012522
426 0.005442 0.012683
427 0.005511 0.012845
428 0.005581 0.013006
429 0.005654 0.013167
430 0.005729 0.013328
431 0.005807 0.013489
432 0.005887 0.013650
433 0.005970 0.013811
434 0.006057 0.013972
435 0.006146 0.014134
436 0.006239 0.014295
437 0.006335 0.014456
438 0.006435 0.014617
439 0.006540 0.014778
